"sep=	"
Shimmer_92E8_TimestampSync_Unix_CAL	Shimmer_92E8_GSR_Skin_Conductance_CAL	Shimmer_92E8_PPG_A13_CAL	
ms	uS	mV	
1.6791453375584922E12	0.7381507381507381	796.3369963369963	
1.6791453375623982E12	0.7390387390387391	863.7362637362637	
1.6791453375663042E12	0.7319347319347319	945.7875457875457	
1.6791453375702102E12	0.7297147297147296	1035.8974358974358	
1.6791453375741162E12	0.7297147297147296	1082.051282051282	
1.6791453375780222E12	0.7345987345987345	1145.7875457875457	
1.6791453375819282E12	0.7603507603507603	1245.4212454212454	
1.6791453375858342E12	0.73992673992674	1270.3296703296703	
1.6791453375897405E12	0.7448107448107448	1297.4358974358975	
1.6791453375936465E12	0.7377067377067377	1279.120879120879	
1.6791453375975525E12	0.7363747363747363	1245.4212454212454	
1.6791453376014585E12	0.7363747363747363	1218.3150183150183	
1.6791453376053645E12	0.7337107337107337	1107.6923076923076	
1.6791453376092705E12	0.7448107448107448	1049.084249084249	
1.6791453376131765E12	0.7594627594627595	1021.978021978022	
1.6791453376170825E12	0.7363747363747363	981.6849816849816	
1.6791453376209885E12	0.7479187479187479	983.8827838827838	
1.6791453376248945E12	0.7599067599067599	938.4615384615385	
1.6791453376288005E12	0.7674547674547674	843.2234432234432	
1.6791453376327065E12	0.774114774114774	813.1868131868131	
1.6791453376366125E12	0.7248307248307249	809.5238095238095	
1.6791453376405186E12	0.7385947385947385	923.8095238095237	
1.6791453376444246E12	0.7523587523587524	1076.923076923077	
1.6791453376483306E12	0.7505827505827507	1201.4652014652013	
1.6791453376522366E12	0.7567987567987569	1328.937728937729	
1.6791453376561426E12	0.7514707514707515	1425.6410256410256	
1.6791453376600488E12	0.7292707292707292	1505.4945054945053	
1.6791453376639548E12	0.7252747252747253	1616.117216117216	
1.6791453376678608E12	0.7257187257187256	1763.3699633699632	
1.6791453376717668E12	0.73992673992674	1912.8205128205127	
1.6791453376756729E12	0.7532467532467534	2049.8168498168498	
1.6791453376795789E12	0.743034743034743	2170.6959706959706	
1.6791453376834849E12	0.735042735042735	2235.8974358974356	
1.6791453376873909E12	0.7288267288267287	2304.029304029304	
1.6791453376912969E12	0.7323787323787323	2374.358974358974	
1.679145337695203E12	0.7279387279387278	2406.5934065934066	
1.679145337699109E12	0.7545787545787547	2515.7509157509157	
1.679145337703015E12	0.7443667443667444	2465.201465201465	
1.679145337706921E12	0.7528027528027528	2476.190476190476	
1.679145337710827E12	0.7492507492507493	2487.179487179487	
1.679145337714733E12	0.7323787323787323	2460.07326007326	
1.679145337718639E12	0.7359307359307358	2457.875457875458	
1.679145337722545E12	0.7421467421467423	2475.457875457875	
1.679145337726451E12	0.7736707736707735	2526.7399267399264	
1.6791453377303572E12	0.7261627261627261	2387.5457875457873	
1.6791453377342632E12	0.7425907425907425	2372.8937728937726	
1.6791453377381692E12	0.755910755910756	2337.7289377289376	
1.6791453377420752E12	0.7421467421467423	2273.9926739926736	
1.6791453377459812E12	0.7545787545787547	2254.212454212454	
1.6791453377498872E12	0.7288267288267287	2171.428571428571	
1.6791453377537932E12	0.7385947385947385	2131.135531135531	
1.6791453377576992E12	0.7292707292707292	2080.5860805860802	
1.6791453377616052E12	0.7554667554667555	2102.5641025641025	
1.6791453377655112E12	0.7412587412587412	1971.4285714285713	
1.6791453377694172E12	0.7550227550227551	1923.0769230769229	
1.6791453377733232E12	0.7443667443667444	1849.8168498168498	
1.6791453377772292E12	0.7381507381507381	1755.311355311355	
1.6791453377811353E12	0.7519147519147519	1680.5860805860805	
1.6791453377850413E12	0.731046731046731	1587.5457875457873	
1.6791453377889473E12	0.7279387279387278	1533.3333333333333	
1.6791453377928533E12	0.7536907536907537	1498.9010989010987	
1.6791453377967593E12	0.7425907425907425	1405.8608058608058	
1.6791453378006655E12	0.7572427572427574	1397.069597069597	
1.6791453378045715E12	0.7377067377067377	1350.9157509157508	
1.6791453378084775E12	0.7368187368187368	1294.5054945054944	
1.6791453378123835E12	0.7390387390387391	1243.2234432234432	
1.6791453378162896E12	0.735042735042735	1206.5934065934066	
1.6791453378201956E12	0.7323787323787323	1176.5567765567764	
1.6791453378241016E12	0.7323787323787323	1101.098901098901	
1.6791453378280076E12	0.7536907536907537	1039.5604395604396	
1.6791453378319136E12	0.7576867576867576	985.3479853479853	
1.6791453378358196E12	0.7461427461427462	953.113553113553	
1.6791453378397256E12	0.7403707403707404	939.1941391941391	
1.6791453378436316E12	0.7403707403707404	901.8315018315018	
1.6791453378475376E12	0.7341547341547341	884.9816849816849	
1.6791453378514436E12	0.7332667332667332	867.3992673992674	
1.6791453378553496E12	0.731046731046731	849.8168498168498	
1.6791453378592556E12	0.7443667443667444	857.1428571428571	
1.6791453378631616E12	0.759018759018759	881.3186813186812	
1.6791453378670676E12	0.7545787545787547	864.4688644688645	
1.6791453378709739E12	0.743034743034743	846.8864468864468	
1.67914533787488E12	0.7337107337107337	865.2014652014651	
1.679145337878786E12	0.7301587301587301	901.8315018315018	
1.679145337882692E12	0.7337107337107337	950.1831501831501	
1.679145337886598E12	0.7341547341547341	955.3113553113552	
1.679145337890504E12	0.7363747363747363	954.5787545787546	
1.67914533789441E12	0.7656787656787656	948.7179487179486	
1.679145337898316E12	0.7461427461427462	882.7838827838827	
1.679145337902222E12	0.7510267510267511	822.7106227106226	
1.679145337906128E12	0.7403707403707404	732.6007326007325	
1.679145337910034E12	0.7372627372627372	646.8864468864468	
1.67914533791394E12	0.7847707847707848	572.8937728937728	
1.679145337917846E12	0.7594627594627595	437.3626373626373	
1.679145337921752E12	0.7341547341547341	373.6263736263736	
1.679145337925658E12	0.759018759018759	391.94139194139194	
1.679145337929564E12	0.735042735042735	431.5018315018315	
1.67914533793347E12	0.7452547452547452	503.29670329670324	
1.679145337937376E12	0.7390387390387391	548.7179487179487	
1.6791453379412822E12	0.7341547341547341	595.6043956043956	
1.6791453379451882E12	0.735042735042735	584.6153846153845	
1.6791453379490942E12	0.7319347319347319	613.1868131868132	
1.6791453379530002E12	0.735042735042735	671.7948717948717	
1.6791453379569062E12	0.7625707625707626	768.4981684981684	
1.6791453379608123E12	0.7439227439227439	820.5128205128204	
1.6791453379647183E12	0.7652347652347653	873.2600732600732	
1.6791453379686243E12	0.7581307581307581	876.1904761904761	
1.6791453379725303E12	0.7465867465867466	857.8754578754579	
1.6791453379764363E12	0.7323787323787323	898.1684981684981	
1.6791453379803423E12	0.7283827283827283	987.5457875457874	
1.6791453379842483E12	0.7412587412587412	1119.4139194139193	
1.6791453379881543E12	0.7532467532467534	1295.2380952380952	
1.6791453379920603E12	0.7501387501387502	1464.4688644688645	
1.6791453379959663E12	0.7550227550227551	1663.003663003663	
1.6791453379998723E12	0.73992673992674	1852.0146520146518	
1.6791453380037783E12	0.7257187257187256	2008.058608058608	
1.6791453380076846E12	0.7261627261627261	2210.9890109890107	
1.6791453380115906E12	0.7541347541347542	2461.5384615384614	
1.6791453380154966E12	0.7550227550227551	2508.424908424908	
1.6791453380194026E12	0.7519147519147519	2585.3479853479853	
1.6791453380233086E12	0.7394827394827396	2680.5860805860802	
1.6791453380272146E12	0.7297147297147296	2785.3479853479853	
1.6791453380311206E12	0.7279387279387278	2897.4358974358975	
1.6791453380350266E12	0.7701187701187701	3000.0	
1.6791453380389326E12	0.7301587301587301	2978.7545787545787	
1.6791453380428386E12	0.7314907314907314	2983.150183150183	
1.6791453380467446E12	0.7567987567987569	2979.487179487179	
1.6791453380506506E12	0.7563547563547564	2908.424908424908	
1.6791453380545566E12	0.7448107448107448	2820.5128205128203	
1.6791453380584626E12	0.7479187479187479	2754.5787545787543	
1.6791453380623687E12	0.7381507381507381	2624.908424908425	
1.6791453380662747E12	0.7292707292707292	2538.461538461538	
1.6791453380701807E12	0.7297147297147296	2435.8974358974356	
1.6791453380740867E12	0.7301587301587301	2336.996336996337	
1.679145338077993E12	0.7354867354867355	2246.8864468864467	
1.679145338081899E12	0.7652347652347653	2213.9194139194137	
1.679145338085805E12	0.7403707403707404	2037.3626373626373	
1.679145338089711E12	0.7377067377067377	1879.8534798534797	
1.679145338093617E12	0.7385947385947385	1755.311355311355	
1.679145338097523E12	0.7323787323787323	1684.9816849816848	
1.679145338101429E12	0.7306027306027304	1637.3626373626373	
1.679145338105335E12	0.7306027306027304	1553.8461538461538	
1.679145338109241E12	0.7541347541347542	1510.6227106227104	
1.679145338113147E12	0.759018759018759	1452.7472527472526	
1.679145338117053E12	0.7394827394827396	1381.6849816849815	
1.679145338120959E12	0.7448107448107448	1334.7985347985348	
1.679145338124865E12	0.7567987567987569	1300.3663003663003	
1.679145338128771E12	0.7710067710067708	1221.9780219780218	
1.679145338132677E12	0.7301587301587301	1134.7985347985348	
1.679145338136583E12	0.7301587301587301	1117.2161172161173	
1.679145338140489E12	0.7341547341547341	1133.3333333333333	
1.679145338144395E12	0.7581307581307581	1141.3919413919414	
1.6791453381483013E12	0.7390387390387391	1124.5421245421244	
1.6791453381522073E12	0.73992673992674	1123.8095238095236	
1.6791453381561133E12	0.7585747585747586	1109.89010989011	
1.6791453381600193E12	0.7718947718947718	1084.2490842490843	
1.6791453381639253E12	0.7306027306027304	1036.6300366300366	
1.6791453381678313E12	0.7292707292707292	1055.6776556776556	
1.6791453381717373E12	0.7448107448107448	1101.098901098901	
1.6791453381756433E12	0.7603507603507603	1120.8791208791208	
1.6791453381795493E12	0.7394827394827396	1131.8681318681317	
1.6791453381834553E12	0.7425907425907425	1160.4395604395604	
1.6791453381873613E12	0.7563547563547564	1173.6263736263736	
1.6791453381912673E12	0.7332667332667332	1153.113553113553	
1.6791453381951733E12	0.7306027306027304	1187.5457875457876	
1.6791453381990793E12	0.7323787323787323	1224.1758241758241	
1.6791453382029854E12	0.7474747474747476	1243.2234432234432	
1.6791453382068914E12	0.7576867576867576	1260.07326007326	
1.6791453382107974E12	0.7385947385947385	1265.9340659340658	
1.6791453382147034E12	0.7434787434787435	1284.2490842490843	
1.6791453382186096E12	0.7359307359307358	1280.5860805860805	
1.6791453382225156E12	0.7732267732267731	1326.007326007326	
1.6791453382264216E12	0.7306027306027304	1277.6556776556777	
1.6791453382303276E12	0.7288267288267287	1307.6923076923076	
1.6791453382342336E12	0.7545787545787547	1364.102564102564	
1.6791453382381396E12	0.759018759018759	1393.4065934065934	
1.6791453382420457E12	0.7479187479187479	1424.9084249084249	
1.6791453382459517E12	0.7408147408147409	1446.153846153846	
1.6791453382498577E12	0.7412587412587412	1447.6190476190475	
1.6791453382537637E12	0.7736707736707735	1479.8534798534797	
1.6791453382576697E12	0.7323787323787323	1421.9780219780218	
1.6791453382615757E12	0.7297147297147296	1444.6886446886447	
1.6791453382654817E12	0.7332667332667332	1478.3882783882782	
1.6791453382693877E12	0.7599067599067599	1538.4615384615383	
1.6791453382732937E12	0.7483627483627484	1538.4615384615383	
1.6791453382771997E12	0.7417027417027416	1517.9487179487178	
1.6791453382811057E12	0.7417027417027416	1506.9597069597069	
1.6791453382850117E12	0.7341547341547341	1517.9487179487178	
1.679145338288918E12	0.731046731046731	1542.8571428571427	
1.679145338292824E12	0.7332667332667332	1548.7179487179485	
1.67914533829673E12	0.759018759018759	1561.9047619047617	
1.679145338300636E12	0.763014763014763	1498.9010989010987	
1.679145338304542E12	0.7465867465867466	1464.4688644688645	
1.679145338308448E12	0.7425907425907425	1450.5494505494505	
1.679145338312354E12	0.7341547341547341	1453.4798534798533	
1.67914533831626E12	0.7337107337107337	1463.003663003663	
1.679145338320166E12	0.7345987345987345	1479.8534798534797	
1.679145338324072E12	0.735042735042735	1463.7362637362637	
1.679145338327978E12	0.7492507492507493	1445.4212454212454	
1.679145338331884E12	0.763014763014763	1418.3150183150183	
1.67914533833579E12	0.7456987456987457	1337.7289377289376	
1.679145338339696E12	0.7483627483627484	1282.051282051282	
1.679145338343602E12	0.743034743034743	1158.2417582417581	
1.679145338347508E12	0.7341547341547341	1066.6666666666665	
1.679145338351414E12	0.7377067377067377	1008.058608058608	
1.67914533835532E12	0.7341547341547341	947.2527472527472	
1.6791453383592263E12	0.7550227550227551	936.2637362637362	
1.6791453383631323E12	0.759018759018759	906.2271062271062	
1.6791453383670383E12	0.7390387390387391	959.7069597069597	
1.6791453383709443E12	0.7532467532467534	1109.89010989011	
1.6791453383748503E12	0.7403707403707404	1272.5274725274724	
1.6791453383787563E12	0.7381507381507381	1409.5238095238094	
1.6791453383826624E12	0.7301587301587301	1578.021978021978	
1.6791453383865684E12	0.7257187257187256	1752.3809523809523	
1.6791453383904744E12	0.73992673992674	1925.2747252747251	
